Age,DistanceFromHome,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,MonthlyHours,Attrition,OverTime,OverallSatisfaction,JobLevel,NumCompaniesWorked,Education
37,2,6502,14,1,2,5,1,212.84,0,0,2,1,4,2
24,6,2819,20,2,2,6,2,54.96,0,0,2,2,6,2
38,26,22967,15,0,2,6,3,441.67,1,0,2,2,5,4
31,3,9936,12,0,2,9,2,164.82,1,0,2,1,4,3
44,2,2559,12,2,0,8,4,490.28,0,0,3,2,7,2
60,2,2396,15,0,2,1,0,26.04,1,1,2,1,6,2
29,2,4973,17,2,5,0,7,64.58,0,0,3,2,1,1
46,23,5855,16,1,2,9,4,106.55,0,0,2,1,0,4
37,2,3564,11,0,3,8,4,70.84,0,1,2,2,1,3
34,6,2742,13,0,2,2,12,278.26,0,0,2,5,7,3
45,9,7551,16,0,1,20,2,179.79,0,1,2,1,0,4
51,9,4936,11,3,2,7,0,442.52,0,0,2,1,1,3
45,8,5006,11,0,3,5,4,221.35,1,1,2,1,1,1
38,28,6545,11,0,1,3,2,521.44,0,1,2,4,4,3
28,23,2713,25,3,2,5,7,232.4,0,0,2,1,1,3
56,28,16090,12,0,2,5,2,223.47,0,0,3,1,4,3
35,7,5628,16,0,2,9,0,72.15,0,1,3,2,6,4
30,9,2693,16,1,3,1,3,284.13,0,0,3,1,1,3
49,3,3810,14,0,2,6,2,44.3,1,1,2,1,1,2
29,29,4267,12,2,2,0,0,147.64,0,0,2,2,5,2
38,10,2983,12,1,3,3,0,308.24,0,0,1,3,2,4
34,8,2768,17,0,3,7,0,202.52,1,1,2,1,1,1
40,11,10435,20,1,2,18,9,281.1,0,0,2,4,3,4
38,8,4892,19,0,1,8,0,147.81,0,0,3,1,1,1
22,7,6054,14,3,6,1,3,97.65,0,0,2,1,6,1
60,2,5405,14,0,1,2,2,144.72,0,0,3,1,1,3
45,20,6889,11,0,2,7,1,157.26,1,1,3,1,0,2
34,2,6029,19,1,3,2,2,128.04,0,1,3,1,6,1
28,10,4908,11,0,3,4,3,208.65,0,0,3,2,3,4
34,1,2691,11,1,4,10,1,163.71,0,0,3,2,0,4
41,1,2289,17,1,2,5,2,289.07,0,0,2,2,9,4
39,1,12169,12,0,2,18,2,329.8,0,0,2,2,4,4
38,8,4488,21,0,2,13,3,71.74,0,0,3,1,1,2
36,18,2342,11,0,3,5,2,134.16,0,0,2,2,2,1
30,5,3909,11,1,2,9,2,59.14,0,0,2,1,1,3
35,2,4859,15,0,3,5,7,172.53,0,0,3,2,8,3
47,9,16998,11,0,3,17,0,190.99,1,1,2,1,2,3
32,2,4087,18,0,3,6,2,202.11,0,1,2,1,1,4
45,9,18385,17,0,2,10,2,238.77,1,1,1,2,0,4
34,8,2231,15,2,3,4,7,208.8,0,0,3,2,1,3
32,27,11159,23,1,6,7,7,255.3,0,0,3,2,7,5
54,9,3735,17,1,6,10,16,272.28,0,0,2,5,2,3
39,8,8847,11,0,2,6,2,117.42,0,0,2,4,3,5
30,4,8474,12,0,2,11,7,176.54,1,1,3,2,1,4
35,7,12761,14,2,4,19,2,174.81,0,0,2,2,7,4
30,8,4011,16,1,2,12,0,54.79,0,1,2,2,2,2
53,2,2450,15,0,4,2,2,37.08,0,0,2,1,7,3
45,6,2348,11,1,2,17,4,409.4,0,0,2,1,1,2
31,1,5582,14,0,2,9,2,232.44,1,0,3,1,0,3
47,1,5467,12,0,4,8,14,154.55,0,1,2,3,1,2
26,10,5747,12,0,3,2,7,91.22,0,0,2,3,3,4
33,4,9558,18,0,2,10,7,170.68,1,0,2,2,1,3
49,1,3423,14,2,2,7,7,160.51,0,0,2,4,3,3
38,2,2610,12,1,2,4,2,273.5,0,1,3,1,1,3
28,3,2028,16,3,2,4,3,467.02,0,1,3,4,3,4
36,7,3886,11,2,2,10,2,420.27,0,0,3,1,1,1
42,3,9256,12,0,2,20,10,388.28,0,0,2,1,1,3
32,6,13119,13,0,2,1,2,135.25,0,0,2,2,2,3
59,22,11904,18,1,1,6,7,269.01,0,0,2,3,7,3
45,9,4805,14,0,3,8,4,253.85,1,0,2,1,3,4
36,11,5860,18,2,2,3,8,205.74,1,0,3,3,1,3
42,7,14034,24,1,5,5,9,292.38,0,0,2,3,1,2
28,1,3485,21,1,2,0,3,53.45,0,1,2,2,5,5
46,2,6073,11,1,3,4,3,229.17,0,0,2,1,1,4
29,29,2974,15,2,2,5,8,494.7,0,0,2,1,2,4
40,1,9705,12,3,2,1,1,346.42,0,0,2,1,1,2
40,19,3875,16,2,2,2,0,552.14,0,0,2,2,2,2
28,2,8268,13,0,2,7,3,332.8,0,0,2,1,7,1
47,25,11849,12,0,2,10,4,302.37,1,1,2,3,2,4
41,25,6230,11,1,3,14,10,122.37,0,1,2,3,1,4
46,13,8658,13,3,2,8,2,197.36,1,1,2,2,5,5
19,9,1483,18,2,2,1,0,245.89,0,0,2,1,6,3
34,8,5869,19,3,2,15,2,111.78,0,0,2,1,1,5
30,6,25657,17,0,2,4,2,493.4,0,0,2,1,8,2
35,2,7653,11,2,3,10,2,108.51,1,0,2,2,4,3
45,7,9724,19,0,2,1,6,425.42,0,0,1,2,8,3
34,21,19921,12,0,3,2,7,269.2,0,0,3,2,1,4
37,9,2501,16,0,4,5,8,212.44,1,0,3,3,1,2
31,11,19106,18,0,2,11,2,203.26,0,0,2,1,4,3
46,1,2823,14,1,2,7,14,61.12,0,1,3,2,1,2
27,4,2379,14,1,3,5,11,310.43,0,0,3,2,4,4
39,20,3230,18,1,4,5,7,209.08,0,1,1,3,2,3
27,3,2561,22,1,2,2,0,65.67,0,0,2,1,5,2
35,1,6599,14,1,3,1,10,157.12,0,0,3,3,1,1
33,28,2277,20,2,4,4,3,112.55,0,0,2,2,1,2
31,26,5915,11,1,2,7,3,504.83,0,0,2,2,1,3
30,8,3491,11,1,2,10,3,372.33,0,0,2,1,1,1
33,1,13610,11,0,2,7,9,219.52,0,0,2,2,9,3
28,19,22670,11,2,5,5,3,238.63,0,1,2,2,9,4
40,22,10932,15,0,2,1,10,308.09,0,1,2,2,1,4
33,16,3143,19,2,1,10,0,372.09,0,0,3,2,4,4
33,4,4373,12,1,2,4,13,195.14,0,0,2,2,1,3
34,7,2932,18,1,2,5,2,265.58,0,1,2,3,7,2
40,1,10503,11,0,3,6,7,454.68,0,1,2,2,4,5
45,13,9277,17,0,3,4,7,109.14,1,1,2,4,6,4
43,9,2437,23,2,4,1,2,195.05,0,0,3,1,3,4
34,6,4381,12,2,3,6,9,283.17,0,1,2,2,3,2
38,1,13206,13,1,3,18,5,274.63,0,1,3,1,1,2
38,29,10609,19,3,6,16,3,216.26,0,0,2,2,8,4
32,7,3666,11,1,2,13,9,72.61,1,0,3,1,8,2
36,7,5228,13,1,2,2,0,213.05,0,0,2,1,1,1
44,5,18384,12,2,4,3,3,216.28,0,0,2,2,1,2
56,23,5380,24,1,3,0,7,293.57,0,0,3,1,1,2
43,28,4585,20,1,5,20,4,173.19,0,0,3,1,4,3
33,9,8224,13,0,3,5,2,281.35,1,0,2,1,1,3
26,3,2368,17,1,3,5,0,120.8,0,0,2,1,3,3
31,10,11479,20,0,2,10,0,124.77,1,1,2,1,6,3
46,5,3904,14,1,2,5,8,185.23,0,0,2,2,1,2
29,18,2125,17,1,3,3,9,54.83,0,1,3,5,1,4
31,6,16047,20,1,2,1,7,471.97,0,1,2,2,2,2
40,13,2809,13,1,2,2,0,91.06,0,0,3,1,1,2
27,8,24907,23,1,3,5,7,408.31,0,0,2,2,1,1
42,25,4907,12,0,3,20,0,219.96,1,0,2,1,1,3
34,1,9713,16,1,2,5,2,293.17,0,0,2,1,2,3
38,1,6770,21,0,3,7,8,211.56,0,0,2,3,1,3
34,3,3420,15,1,2,6,3,315.74,0,0,2,1,4,3
52,2,12982,11,1,3,9,14,393.39,0,1,3,4,1,2
28,1,5207,13,0,2,7,9,82.65,1,1,3,1,1,4
56,7,7260,22,1,2,6,7,198.5,0,0,3,2,3,4
26,3,4364,11,0,2,2,7,413.55,0,1,3,1,1,4
31,14,6582,14,2,2,6,7,342.31,0,1,2,1,1,3
42,2,5155,14,1,3,6,7,271.58,0,0,3,2,2,2
41,21,6870,11,1,3,3,9,199.9,0,0,2,3,1,4
46,23,3032,22,2,2,11,2,33.69,0,0,2,1,1,3
32,11,4648,12,0,2,0,1,102.39,0,0,3,2,3,4
32,9,3931,13,1,5,4,7,220.79,0,1,3,3,3,1
24,2,3698,20,0,2,3,7,61.72,0,1,2,2,1,4
31,2,3334,12,0,3,3,7,301.16,0,0,3,2,1,2
20,12,3033,12,2,2,2,2,163.43,0,1,2,2,9,4
38,16,13494,13,2,3,5,2,137.69,0,0,1,2,4,4
28,4,8863,15,0,2,2,4,206.12,0,0,2,2,1,3
35,11,5098,11,2,5,10,9,389.88,0,0,3,2,4,3
42,5,13348,11,0,3,5,4,586.07,1,1,3,2,1,3
30,1,8412,11,0,3,9,4,207.22,1,1,2,2,8,2
23,17,3295,13,0,3,3,0,57.82,0,0,3,1,2,3
42,1,4272,14,1,3,1,0,174.03,0,0,2,1,1,3
37,2,16321,18,1,2,10,1,194.3,0,0,2,2,5,3
32,1,9204,12,3,2,4,3,112.04,1,1,2,1,1,2
49,15,10849,11,1,2,5,2,208.63,0,0,2,5,5,2
40,9,6377,23,0,2,12,3,85.2,1,0,2,1,7,4
45,1,19566,16,1,3,1,7,399.31,0,0,2,3,1,3
29,5,2373,12,1,2,7,4,44.52,0,0,2,1,9,4
18,25,21221,12,0,2,1,0,372.3,0,1,3,1,1,3
35,1,20490,16,1,2,10,2,215.68,0,0,2,1,3,4
31,1,6689,11,1,2,11,0,306.42,1,1,2,1,1,2
38,19,2899,13,0,3,2,0,150.44,0,1,2,3,1,2
29,3,9396,13,1,3,2,2,103.25,1,0,2,1,5,3
39,25,18300,16,0,2,15,2,257.75,1,0,2,1,5,5
25,6,6180,14,0,2,6,7,274.01,0,1,1,2,1,3
32,9,5689,17,1,2,10,1,66.75,1,0,2,2,4,4
34,24,5429,18,0,1,8,0,351.71,1,1,2,1,1,3
35,8,8321,22,1,1,5,2,275.05,0,0,3,2,0,3
29,2,4258,14,1,5,10,8,46.28,0,0,2,2,3,2
34,1,11994,18,0,4,12,2,470.75,0,0,3,1,1,3
29,1,3425,15,1,4,5,2,67.03,0,0,2,1,2,3
34,2,6244,19,1,6,5,4,262.94,0,1,3,3,3,2
28,24,24447,17,2,3,3,8,394.31,0,0,2,2,1,2
50,2,13269,12,3,3,14,0,330.08,0,0,2,5,8,3
29,6,4193,11,3,3,9,7,212.28,0,0,2,4,9,3
41,16,2778,20,0,1,7,0,136.38,1,1,2,3,2,3
40,5,2345,13,0,2,3,0,86.33,0,0,3,5,6,2
29,20,18624,11,1,2,3,8,209.26,0,0,2,2,1,3
30,1,2206,11,0,5,10,3,432.77,0,0,2,2,7,1
51,7,13588,22,1,6,7,3,176.08,0,1,2,2,5,4
31,2,4956,23,1,2,10,4,80.59,0,0,3,1,0,3
34,9,4538,13,0,3,3,7,123.08,0,1,2,1,1,2
44,20,2436,12,0,2,4,3,544.68,0,0,3,2,3,4
27,21,19373,20,1,2,4,1,523.59,1,0,2,1,1,3
40,1,9150,11,0,2,12,2,109.65,1,1,2,1,1,1
30,12,5294,11,0,3,7,2,86.3,0,0,3,3,4,3
32,11,3312,17,1,3,3,9,562.43,0,0,2,3,1,3
34,1,4444,16,1,2,11,2,127.51,0,0,2,3,7,4
35,9,10221,19,0,3,8,1,199.94,0,0,2,2,9,4
32,24,5530,13,2,5,6,2,145.53,0,0,3,1,0,3
36,15,23785,15,0,3,2,0,403.14,0,0,3,1,1,3
39,2,5093,12,1,2,1,6,75.62,0,1,2,3,4,3
29,1,2936,15,2,4,6,0,159.11,1,0,1,1,1,3
43,1,4732,11,0,1,10,2,89.4,0,0,2,1,2,3
39,6,20251,11,1,2,19,13,430.87,0,0,3,1,0,3
56,9,13212,17,1,2,7,3,590.98,0,0,3,1,9,4
52,29,23978,21,1,2,5,0,263.49,0,0,2,3,3,1
50,2,10496,18,1,2,4,2,243.28,0,0,2,3,3,1
34,22,6274,19,0,5,6,0,536.4,1,1,3,1,1,1
38,3,2821,12,1,2,2,2,185.25,0,0,2,3,9,4
34,2,5343,14,1,2,13,2,269.23,1,1,2,1,6,3
35,10,4581,21,2,2,11,7,150.28,0,0,2,3,1,2
42,27,5151,16,1,1,5,7,106.76,0,0,3,2,2,4
27,16,6142,14,1,0,6,7,142.64,0,0,3,2,8,4
20,10,1009,13,0,5,1,3,198.37,0,0,2,2,1,3
46,1,7991,22,1,3,2,0,359.6,0,0,3,1,1,2
37,20,6474,22,0,2,14,3,310.4,1,1,2,1,1,2
24,15,21624,14,0,6,4,2,248.55,0,1,2,4,2,4
46,18,5562,14,2,2,10,7,209.55,0,1,3,2,3,4
40,15,2213,14,2,3,7,8,168.01,0,0,2,4,7,3
50,2,9208,13,0,3,2,8,229.13,0,0,3,2,1,3
56,27,11535,11,1,0,19,7,161.47,0,0,2,3,8,3
33,15,3088,11,1,2,5,7,73.93,0,0,2,3,2,2
27,2,6349,13,1,0,5,9,281.99,0,0,2,2,6,4
43,2,7847,12,1,3,10,3,400.02,0,0,1,3,9,4
28,10,3660,21,3,4,8,7,218.92,1,0,2,3,5,3
40,9,5473,19,1,5,8,2,123.49,0,0,2,1,0,3
31,29,2109,14,2,3,3,6,33.05,0,0,2,2,1,1
35,3,3407,20,3,2,10,0,123.01,0,1,2,1,4,3
41,9,4766,12,0,2,1,2,223.26,1,0,1,1,3,2
38,2,7861,14,3,4,1,2,448.64,0,0,2,4,6,4
36,26,2741,14,2,4,7,1,56.3,1,0,2,2,2,4
43,27,2645,11,0,2,5,5,336.83,0,0,2,1,1,1
41,6,3376,23,1,2,10,11,177.83,0,0,2,2,3,3
50,1,6009,11,0,4,10,7,281.53,0,0,2,3,1,2
34,4,4568,19,0,2,9,0,260.11,0,0,2,2,3,1
55,15,10239,11,1,4,1,7,192.81,1,0,3,3,1,3
27,21,9947,13,0,5,7,0,268.84,1,1,2,1,1,3
41,5,6811,14,0,3,8,5,303.21,0,0,2,1,0,2
54,2,2632,16,1,2,5,16,61.82,0,0,2,4,7,5
43,7,10950,11,0,2,8,3,256.36,0,0,2,1,2,3
29,1,2720,12,0,5,10,7,214.38,0,0,2,2,1,3
40,2,3319,24,0,2,9,0,389.12,0,1,2,2,5,3
37,1,21447,13,0,2,1,0,293.79,0,0,2,2,6,4
54,7,10725,14,0,1,9,2,215.04,0,0,2,2,0,3
39,2,4553,11,0,4,20,0,189.05,1,0,2,1,2,4
37,9,2973,13,0,2,5,3,111.64,1,0,1,2,8,3
34,10,25198,19,0,3,7,2,327.25,0,1,2,2,6,3
45,1,9380,12,0,4,3,2,279.75,0,0,3,1,0,2
24,2,2145,16,1,2,5,7,187.41,1,0,2,3,0,5
27,10,3517,16,0,2,3,2,82.8,0,1,2,2,3,4
28,4,4382,13,1,2,2,2,564.62,0,0,3,1,1,4
29,14,4649,24,1,3,4,1,55.32,0,0,2,4,6,2
44,2,21081,13,1,1,2,2,224.27,1,1,2,1,6,3
52,1,13247,20,3,2,5,2,371.8,0,1,2,4,4,4
53,2,10934,19,3,2,5,10,159.9,0,0,2,2,1,3
37,19,11992,24,2,3,7,2,149.9,0,0,2,1,1,1
38,5,10077,12,1,4,9,2,117.17,0,1,3,1,0,4
30,19,20366,12,0,2,10,2,357.3,1,1,3,1,6,3
37,2,5968,17,0,2,9,2,355.96,1,0,3,1,6,4
51,19,13116,13,2,2,2,8,489.87,0,0,3,2,4,3
24,16,2694,16,1,4,1,2,115.3,0,0,2,1,9,2
28,2,4306,11,0,6,5,2,109.69,0,1,3,1,5,3
54,3,11133,21,0,3,5,0,194.7,0,0,2,1,1,3
39,1,6389,12,2,3,8,2,121.05,0,0,2,2,0,3
31,7,16985,14,1,3,9,8,186.65,0,0,2,2,1,3
31,2,4244,20,2,5,10,2,127.95,0,1,2,2,2,4
29,1,12719,25,1,3,1,2,189.84,0,0,2,1,1,3
37,2,7491,24,0,3,6,0,514.25,1,0,2,1,4,3
57,1,4900,12,2,2,12,3,151.65,1,0,3,2,7,4
34,19,2308,14,3,4,11,2,125.39,0,0,3,2,8,4
46,5,9071,11,2,3,3,0,337.15,0,0,2,2,1,4
34,18,5337,11,0,3,10,2,332.4,0,0,3,3,2,2
32,8,3064,17,0,3,4,3,90.11,1,0,2,2,6,3
41,2,8045,14,1,2,9,1,118.31,0,0,3,1,2,3
40,4,2387,12,0,3,4,7,406.37,0,0,2,2,1,2
26,3,2570,18,2,5,7,0,412.2,0,0,2,1,1,3
35,10,5257,19,1,3,9,0,291.76,0,0,3,2,3,3
45,28,4386,11,3,5,9,5,50.53,0,0,3,2,0,4
32,16,2660,19,0,2,2,8,232.91,0,0,2,3,1,3
18,15,1904,16,1,0,0,2,449.64,0,0,2,1,1,2
29,5,20293,17,1,2,0,0,213.61,1,0,1,1,6,2
48,2,2112,17,0,3,0,7,201.68,0,1,2,2,2,4
26,1,2061,21,0,5,1,0,209.89,1,0,2,1,0,1
26,10,2293,11,0,2,1,4,112.77,1,1,3,1,1,4
53,12,7693,21,0,3,14,4,289.3,0,0,3,2,4,3
27,1,3193,19,2,3,6,3,137.36,0,0,2,2,2,3
33,4,5487,13,3,2,10,3,381.94,0,1,3,3,2,3
44,9,10224,22,0,5,2,4,249.37,1,0,2,1,7,3
26,9,5828,17,1,0,8,0,275.66,1,1,2,1,0,3
50,4,3221,13,1,3,20,0,109.97,0,0,2,1,1,3
30,10,2132,11,1,2,5,2,233.9,0,1,3,2,2,2
41,2,6032,14,1,3,5,3,277.51,0,0,2,2,1,3
51,3,5021,13,1,2,4,3,249.75,0,1,3,2,2,3
55,22,4035,11,0,2,3,2,498.86,0,0,3,1,1,1
26,2,4969,16,0,6,2,3,107.52,0,0,3,4,5,3
49,24,6567,11,1,2,15,9,147.13,0,0,2,4,0,1
33,8,2157,12,1,5,3,11,235.58,0,0,3,2,1,4
32,2,2332,20,0,3,3,2,474.23,0,0,2,2,3,1
38,28,11373,15,1,2,1,0,196.09,0,0,2,3,3,3
52,10,2755,11,0,5,5,0,202.01,0,0,3,1,1,3
42,2,7439,15,0,3,20,7,198.51,0,0,3,2,3,4
32,10,7779,14,0,0,11,4,242.09,0,0,2,2,1,4
46,25,10096,13,0,1,7,3,548.91,0,0,3,2,1,3
41,2,5467,18,1,4,6,3,150.85,0,0,3,1,6,4
40,8,6881,15,1,2,20,3,73.2,0,0,1,1,1,1
35,8,17689,15,1,2,2,7,223.91,0,1,2,2,1,1
35,13,7331,20,1,2,10,2,95.21,0,0,2,1,1,3
35,9,24978,13,0,4,5,2,480.35,0,0,2,1,4,3
32,14,2827,17,0,3,1,4,115.06,0,0,2,2,7,2
32,10,3730,20,0,2,3,2,562.4,1,0,2,1,1,2
46,2,2560,18,0,3,1,7,425.98,0,0,3,3,0,5
45,6,5906,14,0,2,9,13,304.44,0,0,2,2,1,4
36,29,3622,13,3,2,7,2,39.8,0,0,2,1,1,1
31,1,6762,22,1,3,1,2,76.84,0,0,2,1,3,4
43,5,5561,12,0,3,8,2,63.1,0,1,2,1,2,5
38,25,2354,11,0,0,5,16,48.19,0,0,2,3,7,3
38,8,13582,22,1,3,15,3,160.99,0,1,2,2,0,2
27,2,3058,19,2,3,5,0,47.27,0,0,2,2,2,3
30,2,4736,11,0,2,2,2,432.05,0,0,2,2,5,3
41,2,5003,23,1,6,2,0,288.24,0,1,3,1,1,2
36,14,4502,17,1,2,13,8,70.9,0,1,2,2,0,1
28,24,4558,17,0,2,10,0,236.49,1,0,3,1,1,3
45,1,4297,17,1,2,11,3,82.32,0,0,2,2,0,3
43,3,4739,11,0,2,3,6,325.29,0,0,2,4,1,4
31,1,4345,14,1,2,5,5,406.03,0,0,2,2,4,4
34,11,6549,15,0,2,8,0,186.48,1,1,2,1,1,3
38,1,3500,14,3,2,6,2,160.59,0,0,3,1,7,4
35,5,5204,17,1,2,10,2,95.46,0,0,3,1,4,2
47,2,4163,20,0,0,9,4,576.58,0,0,2,2,2,3
30,2,2064,13,0,3,5,2,294.49,1,1,2,1,5,4
29,8,4810,14,2,5,10,9,123.71,0,0,3,2,9,4
43,4,2258,17,1,2,3,8,61.93,0,0,2,1,4,4
35,19,9582,18,3,2,8,0,522.17,1,1,2,1,1,2
29,6,5373,20,0,5,5,2,176.01,0,0,2,1,0,1
30,26,3833,21,1,2,2,6,383.95,0,0,3,5,1,5
44,9,10482,13,0,2,20,0,179.99,1,0,2,1,1,3
32,5,5055,14,0,2,7,2,247.47,0,0,2,2,1,4
26,25,9129,16,0,2,5,10,117.04,0,0,2,3,3,3
53,21,11761,13,1,3,2,0,164.39,0,1,3,4,4,3
45,7,4850,14,0,3,5,2,322.77,0,0,2,1,0,1
23,7,3505,24,0,3,2,2,389.23,0,0,2,3,8,3
35,1,10377,22,2,6,13,2,580.18,0,0,2,2,6,2
44,4,2290,15,2,3,0,8,68.82,0,0,3,2,5,3
38,1,3702,15,0,3,5,0,199.02,0,0,3,1,1,3
32,18,5878,19,0,2,4,0,136.46,1,0,2,1,1,1
30,2,8628,12,2,2,8,3,304.49,0,0,3,1,1,2
30,19,6577,15,1,6,5,7,76.47,0,0,3,3,2,4
30,28,5209,13,2,4,7,8,186.47,0,0,3,2,1,2
49,26,2587,11,0,2,2,7,334.52,1,1,2,2,1,4
39,28,8489,14,0,3,20,4,182.75,0,0,2,1,1,4
41,3,2127,11,3,5,4,0,331.42,0,0,3,1,1,3
45,8,5770,17,1,3,10,8,212.12,0,0,2,4,6,4
32,3,25233,13,0,2,11,0,467.28,1,0,3,1,1,3
36,7,3692,11,0,2,11,6,401.75,0,0,2,3,0,4
42,26,2783,14,1,2,2,7,300.23,0,0,2,2,1,3
41,2,13570,13,1,2,20,2,271.78,1,1,3,5,5,3
29,2,11868,13,1,2,2,2,123.62,0,0,3,1,4,3
43,8,24609,18,0,2,16,2,256.34,0,0,3,1,9,2
26,9,2148,22,0,2,5,2,224.39,1,1,2,1,0,2
36,19,16290,11,2,2,17,7,243.13,0,0,2,1,1,3
39,17,21026,15,3,1,3,7,223.68,0,1,2,2,3,4
34,3,2661,15,1,2,2,3,426.52,0,0,2,2,9,3
43,6,4522,13,1,3,5,2,144.55,0,0,3,1,1,3
27,10,6214,19,1,3,8,2,123.01,0,1,3,3,2,3
53,14,2912,18,2,2,14,2,93.94,0,1,3,1,1,3
42,3,7192,18,0,3,1,7,186.77,0,0,3,4,3,3
28,5,4221,17,2,3,5,2,536.66,0,0,3,1,3,4
40,2,5715,12,3,5,5,0,196.67,0,0,2,1,1,1
34,5,5121,16,2,3,0,2,379.95,0,0,3,2,7,2
40,25,5268,13,1,3,20,0,167.56,0,0,3,3,5,3
34,24,7324,17,3,3,9,1,145.33,1,1,2,1,1,3
38,26,8504,11,1,2,5,7,157.48,0,0,2,2,1,3
31,5,3477,14,1,2,5,2,123.99,0,0,3,1,5,3
34,18,4599,12,0,2,15,7,298.54,0,0,3,3,6,4
33,27,3838,12,1,5,5,4,67.3,0,0,3,1,5,3
28,25,2408,13,2,3,1,2,330.21,0,0,3,2,7,2
37,12,2900,12,2,2,5,0,55.64,0,1,3,2,3,4
56,2,2339,21,0,4,10,8,155.53,0,0,3,1,4,4
37,10,5768,13,1,2,4,9,96.19,0,1,2,2,1,4
23,10,2904,13,0,2,4,2,466.37,0,1,3,2,2,4
35,4,5174,20,1,2,10,2,59.47,0,1,2,2,1,3
37,8,4189,17,0,2,5,2,261.51,0,0,2,1,7,3
29,2,3956,13,1,3,10,0,55.83,0,0,2,1,1,3
35,24,8318,16,0,3,9,3,231.06,0,0,2,1,1,4
56,13,2587,15,3,3,4,2,56.38,1,1,2,1,4,3
31,13,3388,17,0,0,1,1,250.26,1,0,2,2,2,4
42,7,2696,19,0,5,3,1,229.05,0,0,3,4,3,3
30,5,3204,16,1,3,3,2,206.53,0,1,2,1,1,3
34,3,15891,18,0,3,3,9,196.19,0,0,2,2,3,3
29,2,5355,11,0,1,8,0,140.92,1,0,2,1,7,2
27,6,2279,15,0,2,7,4,106.42,0,1,3,2,6,3
34,1,9888,15,1,3,14,2,244.05,0,0,3,1,1,2
36,6,4639,12,3,2,15,11,198.95,0,1,2,2,7,3
34,4,4789,16,0,3,3,2,92.21,1,0,2,1,5,1
42,7,3968,13,2,3,0,7,443.21,1,1,2,1,3,3
29,2,26619,12,1,2,7,0,385.78,1,1,2,1,1,3
47,1,4978,13,0,3,1,0,213.77,0,0,3,1,1,1
30,1,5249,14,1,0,8,2,265.06,0,0,2,1,0,4
26,3,16102,14,0,0,1,0,203.82,0,0,2,1,1,1
33,18,26314,14,1,2,4,7,302.46,0,0,2,2,2,3
