Age,Attrition,BusinessTravel_Non-Travel,BusinessTravel_Travel_Rarely,BusinessTravel_Travel_Frequently,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole_Healthcare_Representative,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager_Research_&_Development,JobRole_Manager_Sales,JobRole_Manager_Human_Resources,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,MonthlyHours,TaxRate,OverallSatisfaction
0.49999999999999994,0.0,0.0,1.0,0.0,0.14285714285714285,0.5,0.6666666666666667,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07926735416346006,0.2222222222222222,0.0,0.0714285714285714,1.0,0.0,0.5,0.6666666666666667,0.5,0.625,0.1747796226147909,0.47368421052631576,0.3333333333333333
0.976190476190476,0.0,0.0,1.0,0.0,0.8928571428571428,0.25,0.3333333333333333,1.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.48934123441588423,0.8888888888888888,0.0,0.2857142857142857,0.6666666666666667,0.0,0.6666666666666666,0.6666666666666667,0.25,0.125,0.4084681559103621,0.47368421052631576,0.3333333333333333
0.380952380952381,0.0,0.0,1.0,0.0,0.39285714285714285,0.25,1.0,0.0,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03844081883946437,0.1111111111111111,0.0,0.1428571428571428,0.6666666666666667,0.0,0.3333333333333333,1.0,0.05,0.125,0.26416964633412393,0.894736842105263,0.6666666666666667
0.4047619047619047,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.6666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5880791134369708,0.1111111111111111,0.0,0.1428571428571428,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666667,0.65,0.75,0.3143873685701136,0.0,0.3333333333333333
0.4523809523809524,0.0,0.0,1.0,0.0,0.10714285714285714,0.5,1.0,1.0,0.6666666666666667,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.09400492535016161,1.0,0.0,0.0714285714285714,1.0,0.0,0.5,0.3333333333333333,0.25,0.125,0.13789074946011964,0.35789473684210527,0.6666666666666667
0.4761904761904761,0.0,0.0,1.0,0.0,0.25,0.75,0.0,1.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3686316761582269,0.2222222222222222,0.0,0.1428571428571428,1.0,0.3333333333333333,0.5,0.0,0.35000000000000003,0.125,0.36138350975324807,0.0,0.3333333333333333
0.7857142857142856,0.0,0.0,1.0,0.0,0.03571428571428571,0.25,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,0.20717254117284903,0.0,0.0,0.5714285714285713,0.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666667,0.2,0.125,0.163468686940206,0.0,0.3333333333333333
0.5238095238095237,0.0,0.0,1.0,0.0,0.07142857142857142,0.5,0.0,0.0,0.6666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666667,0.1536863167615823,0.0,0.0,0.0714285714285714,0.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,0.5,0.625,0.17858533649591107,0.5052631578947367,0.3333333333333333
0.42857142857142855,0.0,1.0,0.0,0.0,0.3214285714285714,0.0,1.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.34519778359242725,0.1111111111111111,0.0,0.7857142857142857,0.3333333333333333,0.0,0.5,0.6666666666666667,0.5,0.0,0.5132580451021347,0.5999999999999999,0.3333333333333333
0.4761904761904761,0.0,0.0,0.0,1.0,0.9999999999999999,0.5,0.3333333333333333,1.0,0.6666666666666667,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.6342157919039556,0.4444444444444444,0.0,0.1428571428571428,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.30000000000000004,0.4375,0.31390944171062407,0.0,0.3333333333333333
0.380952380952381,0.0,0.0,1.0,0.0,0.3214285714285714,0.25,0.0,1.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07807449592119439,0.3333333333333333,0.0,0.7142857142857143,1.0,0.6666666666666666,0.5,0.3333333333333333,0.05,0.125,0.20159662973059084,0.7263157894736841,0.3333333333333333
0.5238095238095237,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36424503617054027,0.0,1.0,0.2142857142857143,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.9,0.625,0.3677558678797748,0.47368421052631576,0.3333333333333333
0.35714285714285715,0.0,0.0,1.0,0.0,0.6071428571428571,0.5,0.6666666666666667,0.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666667,0.1989379713714022,0.1111111111111111,0.0,0.3571428571428571,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.25,0.125,0.10011682656565297,0.1368421052631579,0.3333333333333333
0.8095238095238095,0.0,0.0,1.0,0.0,0.14285714285714285,0.5,0.6666666666666667,0.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.31730029244266583,0.2222222222222222,1.0,0.1428571428571428,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.2,0.0,0.413654547385563,0.042105263157894736,0.3333333333333333
0.42857142857142855,1.0,0.0,1.0,0.0,0.35714285714285715,0.25,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.14118054486686163,0.5555555555555556,0.0,0.2857142857142857,0.0,0.0,0.3333333333333333,0.0,0.30000000000000004,0.0,0.37124296385456856,0.7052631578947368,0.0
0.4047619047619047,0.0,0.0,1.0,0.0,0.0,0.75,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3056410651069725,0.1111111111111111,0.0,0.0714285714285714,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.8500000000000001,0.1875,0.20949127340956553,0.0,0.6666666666666667
0.35714285714285715,0.0,0.0,0.0,1.0,0.03571428571428571,0.0,0.3333333333333333,1.0,0.3333333333333333,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12367246421425274,0.1111111111111111,0.0,0.7142857142857143,1.0,0.0,0.3333333333333333,0.3333333333333333,0.75,0.0625,0.09560307289269655,0.4631578947368421,0.3333333333333333
0.7142857142857142,0.0,0.0,1.0,0.0,0.75,0.25,0.6666666666666667,1.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.2089425888871787,0.0,0.0,0.1428571428571428,0.0,0.3333333333333333,0.3333333333333333,1.0,0.4,0.4375,0.24234431975076992,0.6105263157894736,0.3333333333333333
0.380952380952381,0.0,0.0,0.0,1.0,0.03571428571428571,0.0,0.6666666666666667,0.0,0.3333333333333333,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32853624749884563,0.7777777777777777,0.0,0.2857142857142857,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.4375,0.7204835911778241,0.47368421052631576,0.3333333333333333
0.7619047619047619,0.0,0.0,1.0,0.0,0.9999999999999999,0.25,0.0,0.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.4587886716946283,0.2222222222222222,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666667,0.1,0.25,0.20272949339752888,0.0,0.3333333333333333
0.8809523809523809,0.0,1.0,0.0,0.0,0.03571428571428571,0.75,0.6666666666666667,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6153609358165306,0.3333333333333333,1.0,0.7142857142857143,1.0,0.0,0.5,0.3333333333333333,0.45,0.125,0.3838106701596629,0.0,0.6666666666666667
0.4047619047619047,0.0,0.0,1.0,0.0,0.2142857142857143,0.25,0.3333333333333333,0.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.036247498845621055,0.1111111111111111,0.0,0.0714285714285714,0.3333333333333333,0.3333333333333333,0.5,0.0,0.05,0.625,0.19120614578539313,0.5578947368421052,0.0
0.5238095238095237,0.0,0.0,1.0,0.0,0.5714285714285714,0.25,0.6666666666666667,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.038825611820840385,0.2222222222222222,0.0,0.3571428571428571,0.6666666666666667,0.6666666666666666,0.5,0.0,0.25,0.125,0.8562325202676389,0.9263157894736842,0.3333333333333333
0.6904761904761905,0.0,0.0,0.0,1.0,0.07142857142857142,0.25,0.6666666666666667,0.0,0.6666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4589425888871787,0.3333333333333333,0.0,0.2857142857142857,1.0,0.0,0.5,0.6666666666666667,0.4,0.4375,0.8331858250433674,0.34736842105263155,0.6666666666666667
0.42857142857142855,0.0,0.0,1.0,0.0,0.17857142857142855,0.5,0.6666666666666667,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.234146529167308,0.4444444444444444,1.0,0.1428571428571428,0.0,0.6666666666666666,0.0,0.6666666666666667,0.35000000000000003,0.4375,0.5439692710730343,0.6105263157894736,0.3333333333333333
0.2619047619047619,0.0,0.0,1.0,0.0,0.3214285714285714,0.0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.06907034015699554,0.0,0.0,0.4285714285714285,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.05,0.0625,0.2791446879314617,0.8105263157894737,0.3333333333333333
0.6904761904761905,0.0,0.0,1.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18697090965060797,0.4444444444444444,0.0,0.1428571428571428,1.0,0.3333333333333333,0.5,0.3333333333333333,0.65,0.125,0.08641625659362055,0.010526315789473684,0.3333333333333333
0.49999999999999994,0.0,1.0,0.0,0.0,0.10714285714285714,0.5,0.6666666666666667,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.21021240572571956,0.6666666666666666,0.0,0.5714285714285713,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.45,0.125,0.567369986193224,0.7263157894736841,0.3333333333333333
0.14285714285714285,0.0,0.0,1.0,0.0,0.35714285714285715,0.25,0.6666666666666667,0.0,0.6666666666666667,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06603047560412498,0.1111111111111111,1.0,0.0714285714285714,1.0,0.0,0.5,0.3333333333333333,0.30000000000000004,0.3125,0.3320175593868375,0.8842105263157894,0.3333333333333333
0.5952380952380951,0.0,0.0,1.0,0.0,0.8571428571428571,0.25,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.9888410035400953,0.3333333333333333,0.0,0.4285714285714285,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,0.5,0.5375438099621198,0.0,0.3333333333333333
0.380952380952381,0.0,0.0,0.0,1.0,0.8928571428571428,0.75,0.6666666666666667,1.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4255810374018778,0.0,0.0,0.4999999999999999,0.0,0.0,0.5,0.6666666666666667,0.1,0.125,0.16753991574326477,0.0,0.3333333333333333
0.4523809523809524,0.0,0.0,1.0,0.0,0.03571428571428571,0.25,0.6666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.21136678466984765,0.4444444444444444,0.0,0.2142857142857143,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.0625,0.3306545827875526,0.6210526315789473,0.3333333333333333
0.14285714285714285,0.0,0.0,1.0,0.0,0.17857142857142855,0.25,0.3333333333333333,0.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.06964752962905957,0.6666666666666666,0.0,0.6428571428571427,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.30000000000000004,0.125,0.051191276949764566,0.4105263157894737,0.3333333333333333
0.4761904761904761,1.0,0.0,0.0,1.0,0.8928571428571428,0.75,0.6666666666666667,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.844928428505464,0.5555555555555556,0.0,0.2857142857142857,0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.30000000000000004,0.1875,0.7357064467023046,0.0,0.3333333333333333
0.3095238095238095,1.0,1.0,0.0,0.0,0.07142857142857142,0.5,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3435046944743728,0.4444444444444444,0.0,0.0714285714285714,0.6666666666666667,0.0,0.3333333333333333,1.0,0.45,0.125,0.24565440577760467,0.3368421052631579,0.3333333333333333
0.6190476190476188,0.0,0.0,1.0,0.0,0.03571428571428571,0.25,1.0,0.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.05964291211328306,0.7777777777777777,0.0,0.0714285714285714,0.6666666666666667,0.6666666666666666,0.0,0.6666666666666667,0.4,0.25,0.821750982405211,0.9368421052631578,0.6666666666666667
0.9999999999999998,1.0,0.0,1.0,0.0,0.03571428571428571,0.25,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.05337078651685393,0.6666666666666666,1.0,0.2857142857142857,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.05,0.0,0.0,0.0,0.3333333333333333
0.2619047619047619,0.0,0.0,1.0,0.0,0.03571428571428571,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.15253193781745422,0.1111111111111111,0.0,0.4285714285714285,0.6666666666666667,0.6666666666666666,0.8333333333333333,0.6666666666666667,0.0,0.4375,0.06821963394342762,0.0,0.6666666666666667
0.6666666666666665,0.0,0.0,1.0,0.0,0.7857142857142857,0.75,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.18647067877481915,0.0,0.0,0.3571428571428571,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.45,0.25,0.14251070910185148,0.42105263157894735,0.3333333333333333
0.4523809523809524,0.0,0.0,1.0,0.0,0.03571428571428571,0.5,1.0,0.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666667,0.09831460674157305,0.1111111111111111,1.0,0.0,0.0,0.0,0.5,0.6666666666666667,0.4,0.25,0.07930045668566572,0.3368421052631579,0.3333333333333333
0.380952380952381,0.0,0.0,1.0,0.0,0.17857142857142855,0.5,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.06668462367246422,0.7777777777777777,0.0,0.1428571428571428,1.0,0.0,0.3333333333333333,0.6666666666666667,0.1,0.75,0.44645449074237964,0.9263157894736842,0.3333333333333333
0.6428571428571428,0.0,1.0,0.0,0.0,0.2857142857142857,0.75,0.6666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.2517315684161921,0.0,1.0,0.3571428571428571,1.0,0.0,0.16666666666666666,0.6666666666666667,1.0,0.125,0.27215279498707823,0.0,0.3333333333333333
0.7857142857142856,0.0,0.0,1.0,0.0,0.2857142857142857,0.5,0.6666666666666667,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.15110820378636294,0.1111111111111111,0.0,0.0,0.6666666666666667,1.0,0.3333333333333333,0.6666666666666667,0.35000000000000003,0.0,0.7372110312599567,0.8526315789473684,0.3333333333333333
0.6428571428571428,1.0,0.0,1.0,0.0,0.25,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.15380175465599508,0.1111111111111111,1.0,0.0,0.0,0.0,0.5,0.6666666666666667,0.25,0.25,0.3457181293588699,0.7999999999999999,0.3333333333333333
0.4761904761904761,0.0,0.0,1.0,0.0,0.9642857142857143,0.5,1.0,1.0,0.6666666666666667,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21302139448976454,0.4444444444444444,1.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.6666666666666667,0.15000000000000002,0.125,0.876907282189259,0.7473684210526315,0.3333333333333333
0.23809523809523808,0.0,0.0,1.0,0.0,0.7857142857142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.06556872402647376,0.1111111111111111,0.0,0.9999999999999999,0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.25,0.4375,0.36527772860834773,0.9263157894736842,0.3333333333333333
0.9047619047619047,0.0,0.0,1.0,0.0,0.9642857142857143,0.5,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.5803062952131752,0.4444444444444444,0.0,0.0714285714285714,1.0,0.0,0.3333333333333333,0.6666666666666667,0.25,0.125,0.3494707402556023,0.0,0.6666666666666667
0.4047619047619047,0.0,0.0,1.0,0.0,0.2142857142857143,0.75,0.3333333333333333,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.1777358780975835,0.6666666666666666,1.0,0.3571428571428571,1.0,0.0,0.3333333333333333,0.6666666666666667,0.45,0.0,0.08161928700392963,0.0,0.6666666666666667
0.28571428571428564,0.0,0.0,1.0,0.0,0.2857142857142857,0.5,0.6666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.06479913806372173,0.1111111111111111,0.0,0.3571428571428571,1.0,0.3333333333333333,0.5,0.6666666666666667,0.05,0.1875,0.45684497468757734,0.894736842105263,0.6666666666666667
0.7380952380952379,1.0,0.0,1.0,0.0,0.07142857142857142,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,0.10778051408342312,0.1111111111111111,1.0,0.2142857142857143,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.30000000000000004,0.125,0.03232201649732715,0.0,0.3333333333333333
0.2619047619047619,0.0,0.0,1.0,0.0,0.9999999999999999,0.25,0.0,0.0,0.6666666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666667,0.12536555333230723,0.5555555555555556,0.0,0.0714285714285714,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.0,0.0,0.21524409671823552,0.3789473684210526,0.3333333333333333
0.4761904761904761,0.0,0.0,1.0,0.0,0.3214285714285714,0.75,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.07595813452362629,0.2222222222222222,0.0,0.0714285714285714,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.15000000000000002,0.0,0.49952207314051045,0.9052631578947368,0.0
0.380952380952381,1.0,0.0,1.0,0.0,0.25,0.0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06768508542404186,0.1111111111111111,1.0,0.4285714285714285,0.6666666666666667,0.0,0.5,0.6666666666666667,0.35000000000000003,0.0,0.312387156158176,0.8736842105263157,0.3333333333333333
0.5238095238095237,0.0,0.0,1.0,0.0,0.35714285714285715,0.75,0.3333333333333333,1.0,0.6666666666666667,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3627058642450362,0.3333333333333333,0.0,0.6428571428571427,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.9,0.5625,0.4514815732644174,0.5999999999999999,0.3333333333333333
